Date,Product,Store,Price,Demand,Sales
2022-05-30,Product_5,Store_1,35.57,70,54
2022-05-30,Product_5,Store_2,21.9,98,89
2022-05-30,Product_5,Store_3,57.27,53,45
2022-05-31,Product_1,Store_1,19.62,48,36
2022-05-31,Product_1,Store_2,80.89,57,54
2022-05-31,Product_1,Store_3,35.54,61,53
2022-05-31,Product_2,Store_1,43.53,73,45
2022-05-31,Product_2,Store_2,57.66,56,53
2022-05-31,Product_2,Store_3,93.54,61,60
2022-05-31,Product_3,Store_1,51.84,78,59
2022-05-31,Product_3,Store_2,75.71,53,48
2022-05-31,Product_3,Store_3,27.73,64,45
2022-05-31,Product_4,Store_1,40.52,62,54
2022-05-31,Product_4,Store_2,66.06,62,55
2022-05-31,Product_4,Store_3,82.06,59,37
2022-05-31,Product_5,Store_1,91.54,51,46
2022-05-31,Product_5,Store_2,92.45,63,51
2022-05-31,Product_5,Store_3,47.27,43,40
2022-06-01,Product_1,Store_1,95.91,49,34
2022-06-01,Product_1,Store_2,27.58,58,49
2022-06-01,Product_1,Store_3,88.25,61,44
2022-06-01,Product_2,Store_1,58.35,53,51
2022-06-01,Product_2,Store_2,62.99,47,34
2022-06-01,Product_2,Store_3,34.93,38,25
2022-06-01,Product_3,Store_1,77.82,53,38
2022-06-01,Product_3,Store_2,9.81,54,48
2022-06-01,Product_3,Store_3,68.88,48,35
2022-06-01,Product_4,Store_1,68.71,44,35
2022-06-01,Product_4,Store_2,52.49,56,45
2022-06-01,Product_4,Store_3,54.49,56,52
2022-06-01,Product_5,Store_1,99.15,49,34
2022-06-01,Product_5,Store_2,76.53,49,49
2022-06-01,Product_5,Store_3,71.02,57,44
2022-06-02,Product_1,Store_1,53.27,43,38
2022-06-02,Product_1,Store_2,89.82,54,46
2022-06-02,Product_1,Store_3,64.09,40,27
2022-06-02,Product_2,Store_1,53.37,45,33
2022-06-02,Product_2,Store_2,71.23,51,38
2022-06-02,Product_2,Store_3,68.16,43,43
2022-06-02,Product_3,Store_1,80.27,53,36
2022-06-02,Product_3,Store_2,18.49,53,34
2022-06-02,Product_3,Store_3,83.62,34,24
2022-06-02,Product_4,Store_1,30.38,46,34
2022-06-02,Product_4,Store_2,28.86,46,34
2022-06-02,Product_4,Store_3,50.08,66,57
2022-06-02,Product_5,Store_1,30.8,47,36
2022-06-02,Product_5,Store_2,38.57,55,35
2022-06-02,Product_5,Store_3,66.47,40,26
2022-06-03,Product_1,Store_1,19.36,46,35
2022-06-03,Product_1,Store_2,99.92,56,47
2022-06-03,Product_1,Store_3,94.09,43,36
2022-06-03,Product_2,Store_1,70.36,48,31
2022-06-03,Product_2,Store_2,40.07,38,30
2022-06-03,Product_2,Store_3,54.74,41,27
2022-06-03,Product_3,Store_1,90.92,65,46
2022-06-03,Product_3,Store_2,46.13,44,39
2022-06-03,Product_3,Store_3,59.54,44,29
2022-06-03,Product_4,Store_1,57.99,42,28
2022-06-03,Product_4,Store_2,34.25,47,32
2022-06-03,Product_4,Store_3,23.57,36,29
2022-06-03,Product_5,Store_1,36.69,44,36
2022-06-03,Product_5,Store_2,64.48,43,31
2022-06-03,Product_5,Store_3,13.63,55,47
2022-06-04,Product_1,Store_1,51.56,56,56
2022-06-04,Product_1,Store_2,27.41,32,23
2022-06-04,Product_1,Store_3,40.82,70,47
2022-06-04,Product_2,Store_1,96.54,86,86
2022-06-04,Product_2,Store_2,78.51,48,36
2022-06-04,Product_2,Store_3,13.24,61,32
2022-06-04,Product_3,Store_1,45.47,66,51
2022-06-04,Product_3,Store_2,102.87,77,65
2022-06-04,Product_3,Store_3,92.55,53,44
2022-06-04,Product_4,Store_1,89.56,71,52
2022-06-04,Product_4,Store_2,92.22,68,51
2022-06-04,Product_4,Store_3,97.43,60,36
2022-06-04,Product_5,Store_1,18.88,75,63
2022-06-04,Product_5,Store_2,56.24,71,49
2022-06-04,Product_5,Store_3,29.12,54,41
2022-06-05,Product_1,Store_1,87.2,57,50
2022-06-05,Product_1,Store_2,40.33,57,51
2022-06-05,Product_1,Store_3,81.87,69,50
2022-06-05,Product_2,Store_1,63.44,79,63
2022-06-05,Product_2,Store_2,51.06,48,44
2022-06-05,Product_2,Store_3,39.85,68,59
2022-06-05,Product_3,Store_1,33.11,57,47
2022-06-05,Product_3,Store_2,49.72,60,59
2022-06-05,Product_3,Store_3,74.16,72,57
2022-06-05,Product_4,Store_1,10.25,36,28
2022-06-05,Product_4,Store_2,79.52,61,49
2022-06-05,Product_4,Store_3,23.75,53,43
2022-06-05,Product_5,Store_1,31.53,67,55
2022-06-05,Product_5,Store_2,16.53,65,54
2022-06-05,Product_5,Store_3,37.02,56,36
2022-06-06,Product_1,Store_1,40.41,38,24
2022-06-06,Product_1,Store_2,33.09,45,34
2022-06-06,Product_1,Store_3,23.68,57,50
2022-06-06,Product_2,Store_1,36.2,64,45
2022-06-06,Product_2,Store_2,98.32,43,39
2022-06-06,Product_2,Store_3,37.65,57,42
2022-06-06,Product_3,Store_1,15.94,38,32
2022-06-06,Product_3,Store_2,29.9,51,43
2022-06-06,Product_3,Store_3,88.76,53,30
2022-06-06,Product_4,Store_1,39.76,37,27
2022-06-06,Product_4,Store_2,43.62,49,38
2022-06-06,Product_4,Store_3,27.53,43,38
2022-06-06,Product_5,Store_1,77.72,50,50
2022-06-06,Product_5,Store_2,79.65,39,28
2022-06-06,Product_5,Store_3,97.29,62,35
2022-06-07,Product_1,Store_1,76.08,52,28
2022-06-07,Product_1,Store_2,11.45,47,34
2022-06-07,Product_1,Store_3,88.13,45,30
2022-06-07,Product_2,Store_1,28.04,59,37
2022-06-07,Product_2,Store_2,51.0,49,37
2022-06-07,Product_2,Store_3,33.55,50,50
2022-06-07,Product_3,Store_1,86.13,40,35
2022-06-07,Product_3,Store_2,63.62,35,26
2022-06-07,Product_3,Store_3,66.4,37,37
2022-06-07,Product_4,Store_1,71.27,41,33
2022-06-07,Product_4,Store_2,99.11,49,29
2022-06-07,Product_4,Store_3,50.27,52,29
2022-06-07,Product_5,Store_1,48.36,48,34
2022-06-07,Product_5,Store_2,70.13,38,30
2022-06-07,Product_5,Store_3,58.72,45,34
2022-06-08,Product_1,Store_1,11.31,45,35
2022-06-08,Product_1,Store_2,77.26,53,42
2022-06-08,Product_1,Store_3,45.28,72,55
2022-06-08,Product_2,Store_1,47.56,46,46
2022-06-08,Product_2,Store_2,97.9,43,33
2022-06-08,Product_2,Store_3,60.02,52,38
2022-06-08,Product_3,Store_1,44.7,48,48
2022-06-08,Product_3,Store_2,108.11,48,35
2022-06-08,Product_3,Store_3,19.08,44,37
2022-06-08,Product_4,Store_1,55.97,48,43
2022-06-08,Product_4,Store_2,86.93,38,32
2022-06-08,Product_4,Store_3,79.54,51,50
2022-06-08,Product_5,Store_1,56.61,69,63
2022-06-08,Product_5,Store_2,47.35,49,34
2022-06-08,Product_5,Store_3,96.33,49,32
2022-06-09,Product_1,Store_1,45.33,54,35
2022-06-09,Product_1,Store_2,10.03,40,32
2022-06-09,Product_1,Store_3,82.12,57,43
2022-06-09,Product_2,Store_1,71.86,43,33
2022-06-09,Product_2,Store_2,24.31,48,43
2022-06-09,Product_2,Store_3,64.41,57,54
2022-06-09,Product_3,Store_1,11.54,37,26
2022-06-09,Product_3,Store_2,89.4,35,17
2022-06-09,Product_3,Store_3,46.39,65,53
2022-06-09,Product_4,Store_1,73.02,53,52
2022-06-09,Product_4,Store_2,43.07,41,41
2022-06-09,Product_4,Store_3,95.39,50,35
2022-06-09,Product_5,Store_1,81.23,34,26
2022-06-09,Product_5,Store_2,32.96,48,48
2022-06-09,Product_5,Store_3,65.53,50,40
2022-06-10,Product_1,Store_1,70.71,45,40
2022-06-10,Product_1,Store_2,83.97,42,42
2022-06-10,Product_1,Store_3,80.98,52,48
2022-06-10,Product_2,Store_1,97.46,43,43
2022-06-10,Product_2,Store_2,12.92,39,25
2022-06-10,Product_2,Store_3,69.25,79,68
2022-06-10,Product_3,Store_1,44.25,54,38
2022-06-10,Product_3,Store_2,36.47,57,37
2022-06-10,Product_3,Store_3,29.28,40,30
2022-06-10,Product_4,Store_1,85.0,51,35
2022-06-10,Product_4,Store_2,73.31,57,39
2022-06-10,Product_4,Store_3,99.95,36,36
2022-06-10,Product_5,Store_1,50.57,55,47
2022-06-10,Product_5,Store_2,62.68,43,40
2022-06-10,Product_5,Store_3,24.36,54,43
2022-06-11,Product_1,Store_1,78.17,51,41
2022-06-11,Product_1,Store_2,77.04,62,51
2022-06-11,Product_1,Store_3,60.55,56,54
2022-06-11,Product_2,Store_1,68.44,74,64
2022-06-11,Product_2,Store_2,56.59,43,36
2022-06-11,Product_2,Store_3,71.28,63,46
2022-06-11,Product_3,Store_1,16.27,62,57
2022-06-11,Product_3,Store_2,57.96,69,49
2022-06-11,Product_3,Store_3,83.79,57,45
2022-06-11,Product_4,Store_1,29.89,84,75
2022-06-11,Product_4,Store_2,34.15,66,36
2022-06-11,Product_4,Store_3,45.17,56,39
2022-06-11,Product_5,Store_1,13.26,64,48
2022-06-11,Product_5,Store_2,57.51,80,61
2022-06-11,Product_5,Store_3,23.98,64,53
2022-06-12,Product_1,Store_1,29.17,62,48
2022-06-12,Product_1,Store_2,95.94,65,55
2022-06-12,Product_1,Store_3,29.36,55,50
2022-06-12,Product_2,Store_1,11.76,51,51
2022-06-12,Product_2,Store_2,59.29,53,40
2022-06-12,Product_2,Store_3,46.56,55,45
2022-06-12,Product_3,Store_1,90.31,76,50
2022-06-12,Product_3,Store_2,40.99,46,42
2022-06-12,Product_3,Store_3,33.03,80,57
2022-06-12,Product_4,Store_1,89.7,55,44
2022-06-12,Product_4,Store_2,37.76,64,39
2022-06-12,Product_4,Store_3,36.6,60,45
2022-06-12,Product_5,Store_1,61.13,50,50
2022-06-12,Product_5,Store_2,10.84,66,50
2022-06-12,Product_5,Store_3,31.36,62,52
2022-06-13,Product_1,Store_1,72.91,53,48
2022-06-13,Product_1,Store_2,54.47,48,39
2022-06-13,Product_1,Store_3,38.37,67,53
2022-06-13,Product_2,Store_1,45.22,44,33
2022-06-13,Product_2,Store_2,50.81,47,39
2022-06-13,Product_2,Store_3,40.15,47,35
2022-06-13,Product_3,Store_1,31.98,62,46
2022-06-13,Product_3,Store_2,34.22,43,36
2022-06-13,Product_3,Store_3,41.92,48,48
2022-06-13,Product_4,Store_1,72.01,47,38
2022-06-13,Product_4,Store_2,29.76,46,38
2022-06-13,Product_4,Store_3,107.18,35,26
2022-06-13,Product_5,Store_1,92.67,53,35
2022-06-13,Product_5,Store_2,25.91,49,42
2022-06-13,Product_5,Store_3,23.27,57,48
2022-06-14,Product_1,Store_1,24.23,38,23
2022-06-14,Product_1,Store_2,15.47,52,39
2022-06-14,Product_1,Store_3,27.14,56,47
2022-06-14,Product_2,Store_1,43.31,57,42
2022-06-14,Product_2,Store_2,83.35,78,57
2022-06-14,Product_2,Store_3,51.96,47,40
2022-06-14,Product_3,Store_1,27.76,49,37
2022-06-14,Product_3,Store_2,94.32,44,27
2022-06-14,Product_3,Store_3,83.6,43,29
2022-06-14,Product_4,Store_1,67.88,51,51
2022-06-14,Product_4,Store_2,65.17,66,52
2022-06-14,Product_4,Store_3,59.16,54,33
2022-06-14,Product_5,Store_1,21.89,57,47
2022-06-14,Product_5,Store_2,38.44,47,47
2022-06-14,Product_5,Store_3,88.76,54,37
2022-06-15,Product_1,Store_1,29.95,51,49
2022-06-15,Product_1,Store_2,61.51,53,35
2022-06-15,Product_1,Store_3,56.86,45,43
2022-06-15,Product_2,Store_1,42.78,57,36
2022-06-15,Product_2,Store_2,85.45,44,37
2022-06-15,Product_2,Store_3,46.1,56,43
2022-06-15,Product_3,Store_1,38.82,29,14
2022-06-15,Product_3,Store_2,11.74,57,39
2022-06-15,Product_3,Store_3,78.28,43,39
2022-06-15,Product_4,Store_1,28.41,57,44
2022-06-15,Product_4,Store_2,36.15,46,35
2022-06-15,Product_4,Store_3,30.27,48,39
2022-06-15,Product_5,Store_1,40.88,54,39
2022-06-15,Product_5,Store_2,99.72,50,50
2022-06-15,Product_5,Store_3,105.7,49,40
2022-06-16,Product_1,Store_1,49.3,49,37
2022-06-16,Product_1,Store_2,54.6,64,57
2022-06-16,Product_1,Store_3,98.64,53,41
2022-06-16,Product_2,Store_1,57.88,42,41
2022-06-16,Product_2,Store_2,80.29,43,34
2022-06-16,Product_2,Store_3,57.77,55,45
2022-06-16,Product_3,Store_1,91.26,31,29
2022-06-16,Product_3,Store_2,31.75,37,31
2022-06-16,Product_3,Store_3,84.16,41,37
2022-06-16,Product_4,Store_1,22.0,50,42
2022-06-16,Product_4,Store_2,71.04,59,57
2022-06-16,Product_4,Store_3,35.67,53,42
2022-06-16,Product_5,Store_1,49.68,48,35
2022-06-16,Product_5,Store_2,30.48,52,52
2022-06-16,Product_5,Store_3,63.06,55,42
2022-06-17,Product_1,Store_1,43.99,59,48
2022-06-17,Product_1,Store_2,33.56,44,35
2022-06-17,Product_1,Store_3,65.77,46,30
2022-06-17,Product_2,Store_1,89.91,61,51
2022-06-17,Product_2,Store_2,40.06,62,46
2022-06-17,Product_2,Store_3,78.56,47,36
2022-06-17,Product_3,Store_1,67.61,52,36
2022-06-17,Product_3,Store_2,79.84,65,55
2022-06-17,Product_3,Store_3,20.01,67,55
2022-06-17,Product_4,Store_1,98.48,41,41
2022-06-17,Product_4,Store_2,14.67,59,44
2022-06-17,Product_4,Store_3,17.2,58,39
2022-06-17,Product_5,Store_1,38.19,48,46
2022-06-17,Product_5,Store_2,95.2,49,39
2022-06-17,Product_5,Store_3,54.8,46,28
2022-06-18,Product_1,Store_1,35.43,70,43
2022-06-18,Product_1,Store_2,65.43,64,57
2022-06-18,Product_1,Store_3,50.15,56,43
2022-06-18,Product_2,Store_1,49.7,79,44
2022-06-18,Product_2,Store_2,66.46,49,35
2022-06-18,Product_2,Store_3,68.26,67,62
2022-06-18,Product_3,Store_1,46.92,54,51
2022-06-18,Product_3,Store_2,10.99,55,49
2022-06-18,Product_3,Store_3,73.77,68,48
2022-06-18,Product_4,Store_1,57.6,93,84
2022-06-18,Product_4,Store_2,48.84,46,38
2022-06-18,Product_4,Store_3,38.39,53,26
2022-06-18,Product_5,Store_1,32.19,55,50
2022-06-18,Product_5,Store_2,92.24,55,47
2022-06-18,Product_5,Store_3,27.91,45,38
2022-06-19,Product_1,Store_1,13.98,50,43
2022-06-19,Product_1,Store_2,24.66,48,31
2022-06-19,Product_1,Store_3,76.31,62,50
2022-06-19,Product_2,Store_1,88.91,65,55
2022-06-19,Product_2,Store_2,26.27,50,46
2022-06-19,Product_2,Store_3,24.25,77,56
2022-06-19,Product_3,Store_1,98.99,58,48
2022-06-19,Product_3,Store_2,98.31,49,36
2022-06-19,Product_3,Store_3,30.94,79,52
2022-06-19,Product_4,Store_1,107.21,51,48
2022-06-19,Product_4,Store_2,35.2,54,39
2022-06-19,Product_4,Store_3,53.29,58,52
2022-06-19,Product_5,Store_1,17.53,71,50
2022-06-19,Product_5,Store_2,74.94,57,52
2022-06-19,Product_5,Store_3,19.15,76,60
2022-06-20,Product_1,Store_1,21.83,35,33
2022-06-20,Product_1,Store_2,25.93,53,42
2022-06-20,Product_1,Store_3,92.47,40,33
2022-06-20,Product_2,Store_1,17.54,34,25
2022-06-20,Product_2,Store_2,20.79,42,35
2022-06-20,Product_2,Store_3,13.05,52,37
2022-06-20,Product_3,Store_1,67.17,59,45
2022-06-20,Product_3,Store_2,33.45,45,42
2022-06-20,Product_3,Store_3,35.84,40,37
2022-06-20,Product_4,Store_1,82.57,57,40
2022-06-20,Product_4,Store_2,76.89,41,41
2022-06-20,Product_4,Store_3,89.22,37,30
2022-06-20,Product_5,Store_1,72.27,45,37
2022-06-20,Product_5,Store_2,71.67,43,43
2022-06-20,Product_5,Store_3,31.92,50,48
2022-06-21,Product_1,Store_1,37.89,42,34
2022-06-21,Product_1,Store_2,64.14,59,35
2022-06-21,Product_1,Store_3,64.81,56,37
2022-06-21,Product_2,Store_1,19.36,55,38
2022-06-21,Product_2,Store_2,14.1,59,50
2022-06-21,Product_2,Store_3,93.95,56,45
2022-06-21,Product_3,Store_1,100.79,65,63
2022-06-21,Product_3,Store_2,76.76,49,41
2022-06-21,Product_3,Store_3,77.36,46,46
2022-06-21,Product_4,Store_1,50.49,38,36
2022-06-21,Product_4,Store_2,27.05,49,39
2022-06-21,Product_4,Store_3,90.09,59,55
2022-06-21,Product_5,Store_1,12.31,54,48
2022-06-21,Product_5,Store_2,80.93,52,39
2022-06-21,Product_5,Store_3,48.67,52,38
2022-06-22,Product_1,Store_1,10.87,41,41
2022-06-22,Product_1,Store_2,14.98,51,45
2022-06-22,Product_1,Store_3,34.59,39,27
2022-06-22,Product_2,Store_1,77.4,31,19
2022-06-22,Product_2,Store_2,63.76,35,35
2022-06-22,Product_2,Store_3,97.2,51,43
2022-06-22,Product_3,Store_1,15.22,40,40
2022-06-22,Product_3,Store_2,88.24,46,41
2022-06-22,Product_3,Store_3,90.86,59,51
2022-06-22,Product_4,Store_1,42.94,41,25
2022-06-22,Product_4,Store_2,83.78,47,29
2022-06-22,Product_4,Store_3,67.18,42,27
2022-06-22,Product_5,Store_1,76.75,44,26
2022-06-22,Product_5,Store_2,62.0,42,36
2022-06-22,Product_5,Store_3,58.74,36,30
2022-06-23,Product_1,Store_1,91.42,48,35
2022-06-23,Product_1,Store_2,74.54,47,23
2022-06-23,Product_1,Store_3,55.98,54,44
2022-06-23,Product_2,Store_1,89.95,42,23
2022-06-23,Product_2,Store_2,24.82,42,40
2022-06-23,Product_2,Store_3,96.36,51,35
2022-06-23,Product_3,Store_1,17.83,40,25
2022-06-23,Product_3,Store_2,15.8,41,35
2022-06-23,Product_3,Store_3,58.98,41,38
2022-06-23,Product_4,Store_1,77.28,49,44
2022-06-23,Product_4,Store_2,44.19,51,51
2022-06-23,Product_4,Store_3,80.71,47,45
2022-06-23,Product_5,Store_1,46.84,42,33
2022-06-23,Product_5,Store_2,57.51,50,40
2022-06-23,Product_5,Store_3,91.96,48,39
2022-06-24,Product_1,Store_1,41.2,34,24
2022-06-24,Product_1,Store_2,54.43,37,34
2022-06-24,Product_1,Store_3,42.83,50,37
2022-06-24,Product_2,Store_1,85.46,53,36
2022-06-24,Product_2,Store_2,44.73,61,47
2022-06-24,Product_2,Store_3,20.41,65,56
2022-06-24,Product_3,Store_1,56.06,52,32
2022-06-24,Product_3,Store_2,37.29,44,37
2022-06-24,Product_3,Store_3,19.82,33,24
2022-06-24,Product_4,Store_1,72.34,42,37
2022-06-24,Product_4,Store_2,44.26,42,30
2022-06-24,Product_4,Store_3,83.19,41,19
2022-06-24,Product_5,Store_1,62.35,66,58
2022-06-24,Product_5,Store_2,21.71,55,44
2022-06-24,Product_5,Store_3,49.14,56,34
2022-06-25,Product_1,Store_1,17.9,91,74
2022-06-25,Product_1,Store_2,94.7,52,45
2022-06-25,Product_1,Store_3,27.36,49,30
2022-06-25,Product_2,Store_1,58.19,61,52
2022-06-25,Product_2,Store_2,30.94,69,63
2022-06-25,Product_2,Store_3,71.33,88,69
2022-06-25,Product_3,Store_1,82.27,60,48
2022-06-25,Product_3,Store_2,77.27,57,35
2022-06-25,Product_3,Store_3,91.44,60,60
2022-06-25,Product_4,Store_1,72.14,75,72
2022-06-25,Product_4,Store_2,26.14,45,31
2022-06-25,Product_4,Store_3,84.71,64,61
2022-06-25,Product_5,Store_1,30.06,60,44
2022-06-25,Product_5,Store_2,83.11,56,42
2022-06-25,Product_5,Store_3,38.1,63,57
2022-06-26,Product_1,Store_1,77.95,68,54
2022-06-26,Product_1,Store_2,93.01,69,52
2022-06-26,Product_1,Store_3,81.45,56,43
2022-06-26,Product_2,Store_1,81.04,56,31
2022-06-26,Product_2,Store_2,77.86,51,42
2022-06-26,Product_2,Store_3,72.88,62,42
2022-06-26,Product_3,Store_1,83.11,73,51
2022-06-26,Product_3,Store_2,85.58,69,49
2022-06-26,Product_3,Store_3,72.08,54,51
2022-06-26,Product_4,Store_1,10.73,55,52
2022-06-26,Product_4,Store_2,100.81,58,49
2022-06-26,Product_4,Store_3,81.94,75,58
2022-06-26,Product_5,Store_1,94.9,72,53
2022-06-26,Product_5,Store_2,80.24,47,26
2022-06-26,Product_5,Store_3,65.0,72,65
2022-06-27,Product_1,Store_1,11.41,49,46
2022-06-27,Product_1,Store_2,44.58,39,25
2022-06-27,Product_1,Store_3,93.13,34,34
2022-06-27,Product_2,Store_1,37.1,55,42
2022-06-27,Product_2,Store_2,61.12,57,45
2022-06-27,Product_2,Store_3,27.75,45,36
2022-06-27,Product_3,Store_1,15.75,49,47
2022-06-27,Product_3,Store_2,92.44,43,32
2022-06-27,Product_3,Store_3,50.2,44,30
2022-06-27,Product_4,Store_1,31.22,44,31
2022-06-27,Product_4,Store_2,17.53,45,37
2022-06-27,Product_4,Store_3,52.2,59,52
2022-06-27,Product_5,Store_1,91.11,37,27
2022-06-27,Product_5,Store_2,77.91,41,30
2022-06-27,Product_5,Store_3,86.02,59,54
2022-06-28,Product_1,Store_1,96.25,41,36
2022-06-28,Product_1,Store_2,15.25,37,36
2022-06-28,Product_1,Store_3,25.34,68,55
2022-06-28,Product_2,Store_1,97.39,54,44
2022-06-28,Product_2,Store_2,89.63,65,57
2022-06-28,Product_2,Store_3,44.84,35,32
2022-06-28,Product_3,Store_1,29.41,54,48
2022-06-28,Product_3,Store_2,41.53,49,31
2022-06-28,Product_3,Store_3,94.07,52,35
2022-06-28,Product_4,Store_1,92.51,53,45
2022-06-28,Product_4,Store_2,10.82,40,40
2022-06-28,Product_4,Store_3,44.3,54,35
2022-06-28,Product_5,Store_1,35.84,58,36
2022-06-28,Product_5,Store_2,22.29,70,60
2022-06-28,Product_5,Store_3,64.66,58,55
2022-06-29,Product_1,Store_1,76.79,33,29
2022-06-29,Product_1,Store_2,101.32,27,20
2022-06-29,Product_1,Store_3,10.96,42,34
2022-06-29,Product_2,Store_1,34.79,54,44
2022-06-29,Product_2,Store_2,18.12,67,55
2022-06-29,Product_2,Store_3,12.45,39,19
2022-06-29,Product_3,Store_1,65.25,41,29
2022-06-29,Product_3,Store_2,63.46,37,34
2022-06-29,Product_3,Store_3,46.98,61,44
2022-06-29,Product_4,Store_1,70.26,57,57
2022-06-29,Product_4,Store_2,69.58,68,62
2022-06-29,Product_4,Store_3,29.48,50,38
2022-06-29,Product_5,Store_1,14.2,71,61
2022-06-29,Product_5,Store_2,95.13,51,37
2022-06-29,Product_5,Store_3,19.54,49,42
2022-06-30,Product_1,Store_1,24.02,55,53
2022-06-30,Product_1,Store_2,77.83,52,37
2022-06-30,Product_1,Store_3,75.23,56,50
2022-06-30,Product_2,Store_1,64.71,52,38
2022-06-30,Product_2,Store_2,85.61,47,36
2022-06-30,Product_2,Store_3,52.99,57,44
2022-06-30,Product_3,Store_1,84.17,60,53
2022-06-30,Product_3,Store_2,11.93,50,36
2022-06-30,Product_3,Store_3,44.0,48,44
2022-06-30,Product_4,Store_1,82.74,54,43
2022-06-30,Product_4,Store_2,57.93,54,49
2022-06-30,Product_4,Store_3,99.78,43,39
2022-06-30,Product_5,Store_1,54.52,44,31
2022-06-30,Product_5,Store_2,93.65,35,30
2022-06-30,Product_5,Store_3,74.11,47,30
2022-07-01,Product_1,Store_1,18.76,44,39
2022-07-01,Product_1,Store_2,92.05,44,35
2022-07-01,Product_1,Store_3,87.76,35,20
2022-07-01,Product_2,Store_1,99.09,53,36
2022-07-01,Product_2,Store_2,84.73,36,27
2022-07-01,Product_2,Store_3,39.47,39,27
2022-07-01,Product_3,Store_1,90.18,30,22
2022-07-01,Product_3,Store_2,17.58,43,32
2022-07-01,Product_3,Store_3,29.95,30,20
2022-07-01,Product_4,Store_1,16.9,50,37
2022-07-01,Product_4,Store_2,83.35,36,28
2022-07-01,Product_4,Store_3,49.48,38,38
2022-07-01,Product_5,Store_1,20.41,46,45
2022-07-01,Product_5,Store_2,44.22,58,50
2022-07-01,Product_5,Store_3,99.41,57,46
2022-07-02,Product_1,Store_1,50.15,51,51
2022-07-02,Product_1,Store_2,52.72,50,35
2022-07-02,Product_1,Store_3,34.08,69,60
2022-07-02,Product_2,Store_1,39.19,56,45
2022-07-02,Product_2,Store_2,106.86,47,43
2022-07-02,Product_2,Store_3,23.59,49,39
2022-07-02,Product_3,Store_1,60.33,60,60
2022-07-02,Product_3,Store_2,82.47,61,46
2022-07-02,Product_3,Store_3,17.44,63,45
2022-07-02,Product_4,Store_1,24.67,63,46
2022-07-02,Product_4,Store_2,44.68,47,40
2022-07-02,Product_4,Store_3,23.87,35,32
2022-07-02,Product_5,Store_1,79.97,52,45
2022-07-02,Product_5,Store_2,66.63,56,45
2022-07-02,Product_5,Store_3,106.31,40,36
2022-07-03,Product_1,Store_1,22.25,49,43
2022-07-03,Product_1,Store_2,10.97,49,49
2022-07-03,Product_1,Store_3,81.7,61,47
2022-07-03,Product_2,Store_1,77.34,76,66
2022-07-03,Product_2,Store_2,89.03,46,30
2022-07-03,Product_2,Store_3,69.57,78,73
2022-07-03,Product_3,Store_1,77.85,45,32
2022-07-03,Product_3,Store_2,45.13,45,43
2022-07-03,Product_3,Store_3,61.98,39,26
2022-07-03,Product_4,Store_1,14.67,50,31
2022-07-03,Product_4,Store_2,61.95,49,27
2022-07-03,Product_4,Store_3,70.73,62,39
2022-07-03,Product_5,Store_1,80.15,45,33
2022-07-03,Product_5,Store_2,88.54,46,30
2022-07-03,Product_5,Store_3,57.16,44,34
2022-07-04,Product_1,Store_1,100.37,39,27
2022-07-04,Product_1,Store_2,46.26,49,35
2022-07-04,Product_1,Store_3,46.32,48,31
2022-07-04,Product_2,Store_1,32.6,30,29
2022-07-04,Product_2,Store_2,17.22,52,38
2022-07-04,Product_2,Store_3,55.66,49,41
2022-07-04,Product_3,Store_1,22.32,46,28
2022-07-04,Product_3,Store_2,54.96,35,29
2022-07-04,Product_3,Store_3,85.44,42,38
2022-07-04,Product_4,Store_1,75.85,59,49
2022-07-04,Product_4,Store_2,86.43,36,27
2022-07-04,Product_4,Store_3,55.98,40,31
2022-07-04,Product_5,Store_1,49.7,45,29
2022-07-04,Product_5,Store_2,70.9,48,30
2022-07-04,Product_5,Store_3,84.32,45,39
2022-07-05,Product_1,Store_1,41.2,31,30
2022-07-05,Product_1,Store_2,22.29,42,42
2022-07-05,Product_1,Store_3,45.42,55,38
2022-07-05,Product_2,Store_1,100.3,47,36
2022-07-05,Product_2,Store_2,92.19,26,26
2022-07-05,Product_2,Store_3,84.84,59,58
2022-07-05,Product_3,Store_1,69.38,43,41
2022-07-05,Product_3,Store_2,68.21,46,35
2022-07-05,Product_3,Store_3,25.12,50,28
2022-07-05,Product_4,Store_1,73.59,35,23
2022-07-05,Product_4,Store_2,76.3,41,41
2022-07-05,Product_4,Store_3,78.09,47,41
2022-07-05,Product_5,Store_1,34.57,35,30
2022-07-05,Product_5,Store_2,11.38,36,24
2022-07-05,Product_5,Store_3,93.8,32,27
2022-07-06,Product_1,Store_1,53.48,43,38
2022-07-06,Product_1,Store_2,88.49,40,26
2022-07-06,Product_1,Store_3,91.32,47,29
2022-07-06,Product_2,Store_1,26.7,35,29
2022-07-06,Product_2,Store_2,54.13,48,27
2022-07-06,Product_2,Store_3,86.09,41,41
2022-07-06,Product_3,Store_1,92.12,37,28
2022-07-06,Product_3,Store_2,33.48,58,49
2022-07-06,Product_3,Store_3,32.35,36,22
2022-07-06,Product_4,Store_1,67.59,33,29
2022-07-06,Product_4,Store_2,55.55,44,39
2022-07-06,Product_4,Store_3,28.58,47,36
2022-07-06,Product_5,Store_1,76.64,59,54
2022-07-06,Product_5,Store_2,54.28,52,47
2022-07-06,Product_5,Store_3,39.97,40,33
2022-07-07,Product_1,Store_1,38.17,38,25
